,year,team,Conference,Division,AverageHomeAttendance,CoachFirst,CoachLast,RSGamesCoached,POGamesCoached,PointsScoredPG,PointsAllowedPG,YardsGainedPG,YardsAllowedPG,TurnoversTotal,TurnoversCausedTotal,SeasonWins,SeasonLosses,SeasonTies,DivisionWins,DivisionLosses,DivisionTies,DivisionRank,ConferenceWins,ConferenceLosses,ConferenceTies,Playoffs,PlayoffWins,WonConference,WonSB
304,2010,MIN,NFC,North,"63916.6, 50142.0","Brad,Leslie","Childress (Weeks:1-11),Frazier (Weeks:12-17)","10,6",0,"17.2, 18.166666666666668","22.6, 20.333333333333332","336.8, 278.5","317.1, 305.1666666666667","25.0, 12.0","12.0, 14.0","3, 3","7, 3","0, 0","1, 0","3, 2","0, 0",4,"3, 2","4, 3","0, 0",0,0,0,0
305,2010,NE,AFC,East,68756,Bill,Belichick,16,1,32.375,19.5625,363.75,366.5,10,38,14,2,0,5,1,0,1,10,2,0,1,0,0,0
306,2010,NO,NFC,South,70038,Sean,Payton,16,1,24,19.1875,372.5,306.25,31,25,11,5,0,4,2,0,2,9,3,0,1,0,0,0
307,2010,NYG,NFC,East,78894.5,Tom,Coughlin,16,0,24.625,21.6875,380.3125,311.875,42,39,10,6,0,3,3,0,2,8,4,0,0,0,0,0
308,2010,NYJ,AFC,East,78596,Rex,Ryan,16,3,22.9375,19,351,291.5,21,30,11,5,0,4,2,0,2,9,3,0,1,2,0,0
309,2010,OAK,AFC,West,46431,Tom,Cable,16,0,25.625,23.1875,354.625,322.8125,26,24,8,8,0,6,0,0,3,6,6,0,0,0,0,0
310,2010,PHI,NFC,East,69144,Andy,Reid,16,1,27.4375,23.5625,389.375,327.1875,25,34,10,6,0,4,2,0,1,7,5,0,1,0,0,0
311,2010,PIT,AFC,North,63083.625,Mike,Tomlin,16,3,23.4375,14.5,345.3125,276.8125,18,35,12,4,0,5,1,0,1,9,3,0,1,2,1,0
312,2010,SD,AFC,West,65530.125,Norv,Turner,16,0,27.5625,20.125,395.5625,271.5625,29,23,9,7,0,3,3,0,2,7,5,0,0,0,0,0
313,2010,SEA,NFC,West,66992.75,Pete,Carroll,16,2,19.375,25.4375,297.8125,368.5625,31,22,7,9,0,4,2,0,1,6,6,0,1,1,0,0
314,2010,SF,NFC,West,"71761.85714285714, 69732.0","Mike,Jim","Singletary (Weeks:1-16),Tomsula (Weeks:17)","15,1",0,"17.8, 38.0","22.6, 7.0","310.06666666666666, 362.0","331.0, 279.0","23.0, 0.0","20.0, 2.0","5, 1","10, 0","0, 0","3, 1","2, 0","0, 0",3,"3, 1","8, 0","0, 0",0,0,0,0
315,2010,STL,NFC,West,52922.875,Steve,Spagnuolo,16,0,18.0625,20.5,302.875,336.75,21,26,7,9,0,3,3,0,2,5,7,0,0,0,0,0
316,2010,TB,NFC,South,49314.125,Raheem,Morris,16,0,21.3125,19.875,335.125,332.6875,19,28,10,6,0,3,3,0,3,8,4,0,0,0,0,0
317,2010,TEN,AFC,South,69143,Jeff,Fisher,16,0,22.25,21.1875,302.125,367.6875,29,25,6,10,0,2,4,0,4,3,9,0,0,0,0,0
318,2010,WAS,NFC,East,83172.5,Mike,Shanahan,16,0,18.875,23.5625,335.875,389.25,31,27,6,10,0,2,4,0,4,4,8,0,0,0,0,0
319,2011,ARI,NFC,West,61181.875,Ken,Whisenhunt,16,0,19.5,21.75,324.5,355.125,32,19,8,8,0,4,2,0,2,7,5,0,0,0,0,0
320,2011,ATL,NFC,South,68986.5,Mike,Smith,16,1,25.125,21.875,376.625,333.625,21,29,10,6,0,3,3,0,2,7,5,0,1,0,0,0
321,2011,BAL,AFC,North,71224,John,Harbaugh,16,2,23.625,16.625,338.6875,288.875,24,26,12,4,0,6,0,0,1,9,3,0,1,1,0,0
322,2011,BUF,AFC,East,61305.375,Chan,Gailey,16,0,23.25,27.125,351.5,371.125,30,31,6,10,0,1,5,0,4,4,8,0,0,0,0,0
323,2011,CAR,NFC,South,72292.75,Ron,Rivera,16,0,25.375,26.8125,389.8125,377.625,23,24,6,10,0,2,4,0,3,3,9,0,0,0,0,0
324,2011,CHI,NFC,North,62145.75,Lovie,Smith,16,0,22.0625,21.3125,314.125,350.4375,29,31,8,8,0,3,3,0,3,7,5,0,0,0,0,0
325,2011,CIN,AFC,North,49251.125,Marvin,Lewis,16,1,21.5,20.1875,319.875,316.25,22,22,9,7,0,2,4,0,3,6,6,0,1,0,0,0
326,2011,CLE,AFC,North,65859.25,Pat,Shurmur,16,0,13.625,19.1875,288.8125,332.375,19,20,4,12,0,0,6,0,4,3,9,0,0,0,0,0
327,2011,DAL,NFC,East,85512,Jason,Garrett,16,0,23.0625,21.6875,375.5,343.1875,21,25,8,8,0,2,4,0,3,6,6,0,0,0,0,0
328,2011,DEN,AFC,West,75327.25,John,Fox,16,2,19.3125,24.375,316.625,357.8125,30,18,8,8,0,3,3,0,1,6,6,0,1,1,0,0
329,2011,DET,NFC,North,63742.5,Jim,Schwartz,16,1,29.625,24.1875,396.0625,367.5625,23,34,10,6,0,3,3,0,2,6,6,0,1,0,0,0
330,2011,GB,NFC,North,70512.125,Mike,McCarthy,16,1,35,22.4375,405.125,411.5625,14,38,15,1,0,6,0,0,1,12,0,0,1,0,0,0
331,2011,HOU,AFC,South,71496.125,Gary,Kubiak,16,2,23.8125,17.375,372.125,285.6875,20,27,10,6,0,4,2,0,1,8,4,0,1,1,0,0
332,2011,IND,AFC,South,64828.375,Jim,Caldwell,16,0,15.1875,26.875,286.8125,370.9375,29,17,2,14,0,2,4,0,4,2,10,0,0,0,0,0
333,2011,JAX,AFC,South,"62173.8, 62595.333333333336","Jack,Mel","Del Rio (Weeks:1-12),Tucker (Weeks:13-17)","11,5",0,"12.545454545454545, 21.0","18.181818181818183, 25.8","250.0, 279.8","292.45454545454544, 358.2","14.0, 9.0","15.0, 13.0","3, 2","8, 3","0, 0","2, 1","2, 1","0, 0",3,"3, 1","6, 2","0, 0",0,0,0,0
334,2011,KC,AFC,West,"71960.5, 72448.0","Todd,Romeo","Haley (Weeks:1-14),Crennel (Weeks:15-17)","13,3",0,"13.307692307692308, 13.0","23.46153846153846, 11.0","293.7692307692308, 384.6666666666667","341.84615384615387, 296.3333333333333","25.0, 3.0","22.0, 4.0","5, 2","8, 1","0, 0","2, 1","2, 1","0, 0",4,"3, 1","7, 1","0, 0",0,0,0,0
335,2011,MIA,AFC,East,"60182.57142857143, 65811.0","Tony,Todd","Sparano (Weeks:1-14),Bowles (Weeks:15-17)","13,3",0,"19.692307692307693, 24.333333333333332","18.923076923076923, 22.333333333333332","311.2307692307692, 344.0","334.15384615384613, 392.6666666666667","18.0, 7.0","13.0, 6.0","4, 2","9, 1","0, 0","1, 2","2, 1","0, 0",3,"3, 2","6, 1","0, 0",0,0,0,0
336,2011,MIN,NFC,North,62816.125,Leslie,Frazier,16,0,21.25,28.0625,329.6875,358.1875,26,23,3,13,0,0,6,0,4,3,9,0,0,0,0,0
337,2011,NE,AFC,East,68756,Bill,Belichick,16,3,32.0625,21.375,428,411.0625,17,34,13,3,0,5,1,0,1,10,2,0,1,2,1,0
338,2011,NO,NFC,South,73041.875,Sean,Payton,16,2,34.1875,21.1875,467.125,368.4375,19,16,13,3,0,5,1,0,1,9,3,0,1,1,0,0
339,2011,NYG,NFC,East,79475,Tom,Coughlin,16,4,24.625,25,385.0625,376.375,24,31,9,7,0,3,3,0,1,5,7,0,1,4,1,1
340,2011,NYJ,AFC,East,78986,Rex,Ryan,16,0,23.5625,22.6875,311.8125,312.0625,34,31,8,8,0,3,3,0,2,6,6,0,0,0,0,0
341,2011,OAK,AFC,West,59242.25,Hue,Jackson,16,0,22.4375,27.0625,379.5,387.5625,30,26,8,8,0,3,3,0,3,6,6,0,0,0,0,0
342,2011,PHI,NFC,East,69144,Andy,Reid,16,0,24.75,20.5,399.125,324.875,38,24,8,8,0,5,1,0,2,6,6,0,0,0,0,0
343,2011,PIT,AFC,North,63034.875,Mike,Tomlin,16,1,20.3125,14.1875,372.3125,271.75,28,15,12,4,0,4,2,0,2,9,3,0,1,0,0,0
344,2011,SD,AFC,West,65392.875,Norv,Turner,16,0,25.375,23.5625,393.125,346.625,28,21,8,8,0,3,3,0,2,7,5,0,0,0,0,0
345,2011,SEA,NFC,West,66413.875,Pete,Carroll,16,0,20.0625,19.6875,303.8125,332.1875,23,31,7,9,0,3,3,0,3,6,6,0,0,0,0,0
346,2011,SF,NFC,West,69732,Jim,Harbaugh,16,2,23.75,14.3125,310.875,308.1875,10,38,13,3,0,5,1,0,1,10,2,0,1,1,0,0
347,2011,STL,NFC,West,56394.125,Steve,Spagnuolo,16,0,12.0625,25.4375,283.5625,358.375,23,18,2,14,0,0,6,0,4,1,11,0,0,0,0,0
348,2011,TB,NFC,South,59160.125,Raheem,Morris,16,0,17.9375,30.875,319.25,394.4375,40,24,4,12,0,2,4,0,4,3,9,0,0,0,0,0
349,2011,TEN,AFC,South,69143,Mike,Munchak,16,0,20.3125,19.8125,335.0625,355.125,22,23,9,7,0,3,3,0,2,7,5,0,0,0,0,0
350,2011,WAS,NFC,East,76921,Mike,Shanahan,16,0,18,22.9375,336.6875,339.8125,35,21,5,11,0,2,4,0,4,5,7,0,0,0,0,0
351,2012,ARI,NFC,West,60890.625,Ken,Whisenhunt,16,0,15.625,22.3125,263.0625,337.8125,34,33,5,11,0,1,5,0,4,3,9,0,0,0,0,0
352,2012,ATL,NFC,South,70096.625,Mike,Smith,16,2,26.1875,18.6875,369.125,365.5625,18,31,13,3,0,3,3,0,1,9,3,0,1,1,0,0
353,2012,BAL,AFC,North,71278.625,John,Harbaugh,16,4,24.875,21.5,352.5,350.9375,16,25,10,6,0,4,2,0,1,8,4,0,1,4,1,1
354,2012,BUF,AFC,East,61927.875,Chan,Gailey,16,0,21.5,27.1875,342.875,362.875,34,21,6,10,0,2,4,0,4,5,7,0,0,0,0,0
355,2012,CAR,NFC,South,73293.375,Ron,Rivera,16,0,22.3125,22.6875,360.6875,333.0625,22,23,7,9,0,3,3,0,2,5,7,0,0,0,0,0
356,2012,CHI,NFC,North,62329.125,Lovie,Smith,16,0,23.4375,17.3125,310.5625,315.625,24,44,10,6,0,3,3,0,3,7,5,0,0,0,0,0
357,2012,CIN,AFC,North,61188,Marvin,Lewis,16,1,24.4375,20,332.6875,319.6875,26,30,10,6,0,3,3,0,2,7,5,0,1,0,0,0
358,2012,CLE,AFC,North,66632.25,Pat,Shurmur,16,0,18.875,23,314.25,363.8125,26,29,5,11,0,2,4,0,4,5,7,0,0,0,0,0
359,2012,DAL,NFC,East,88531.125,Jason,Garrett,16,0,23.5,25,374.625,355.4375,29,16,8,8,0,3,3,0,3,5,7,0,0,0,0,0
360,2012,DEN,AFC,West,76632.75,John,Fox,16,1,30.0625,18.0625,397.875,290.75,25,24,13,3,0,6,0,0,1,10,2,0,1,0,0,0
361,2012,DET,NFC,North,63769.75,Jim,Schwartz,16,0,23.25,27.3125,408.75,341.125,33,17,4,12,0,0,6,0,4,3,9,0,0,0,0,0
362,2012,GB,NFC,North,70507.75,Mike,McCarthy,16,2,27.0625,21,359.4375,336.75,16,23,11,5,0,5,1,0,1,8,4,0,1,1,0,0
363,2012,HOU,AFC,South,71665.125,Gary,Kubiak,16,2,26,20.6875,372.0625,323.25,17,29,12,4,0,5,1,0,1,10,2,0,1,1,0,0
364,2012,IND,AFC,South,"64801.666666666664, 65422.6","Chuck,Bruce","Pagano(Weeks:1-4,17),Arians (Weeks:5-16)","4,12",1,"22.25, 22.333333333333332","24.75, 24.0","334.0, 371.9166666666667","360.0, 379.0","6.0, 21.0","4.0, 11.0","2, 9","2, 3","0, 0","1, 3","1, 1","0, 0",2,"1, 7","1, 3","0, 0",1,0,0,0
365,2012,JAX,AFC,South,64984,Mike,Mularkey,16,0,15.9375,27.75,299.25,380.5,26,23,2,14,0,2,4,0,4,2,10,0,0,0,0,0
366,2012,KC,AFC,West,68508.75,Romeo,Crennel,16,0,13.1875,26.5625,319.25,356.5,37,13,2,14,0,0,6,0,4,0,12,0,0,0,0,0
367,2012,MIA,AFC,East,57379.125,Joe,Philbin,16,0,18,19.8125,311.5,356.75,26,16,7,9,0,2,4,0,2,5,7,0,0,0,0,0
368,2012,MIN,NFC,North,60725.25,Leslie,Frazier,16,1,23.6875,21.75,336.5625,350,23,22,10,6,0,4,2,0,2,7,5,0,1,0,0,0
369,2012,NE,AFC,East,68755.5,Bill,Belichick,16,2,34.8125,20.6875,427.875,373.25,16,41,12,4,0,6,0,0,1,11,1,0,1,1,0,0
370,2012,NO,NFC,South,"72505.0, 73118.4","Aaron,Joe","Kromer (Weeks:1-7),Vitt (Weeks:8-17)","6,10",0,"29.333333333333332, 28.5","30.333333333333332, 27.2","411.3333333333333, 410.6","465.5, 424.9","8.0, 16.0","8.0, 18.0","2, 5","4, 5","0, 0","1, 2","1, 2","0, 0",3,"1, 4","3, 4","0, 0",0,0,0,0
371,2012,NYG,NFC,East,80495.5,Tom,Coughlin,16,0,26.8125,21.5,355.4375,383.375,21,35,9,7,0,3,3,0,2,8,4,0,0,0,0,0
372,2012,NYJ,AFC,East,79088,Rex,Ryan,16,0,17.5625,23.4375,299.1875,323.375,37,23,6,10,0,2,4,0,3,4,8,0,0,0,0,0
373,2012,OAK,AFC,West,54216.5,Dennis,Allen,16,0,18.125,27.6875,344,354.5,26,19,4,12,0,2,4,0,3,4,8,0,0,0,0,0
374,2012,PHI,NFC,East,69144,Andy,Reid,16,0,17.5,27.75,354.0625,343.1875,37,13,4,12,0,1,5,0,4,2,10,0,0,0,0,0
375,2012,PIT,AFC,North,61141.875,Mike,Tomlin,16,0,21,19.625,332.75,275.8125,30,20,8,8,0,3,3,0,3,5,7,0,0,0,0,0
376,2012,SD,AFC,West,59964.5,Norv,Turner,16,0,21.875,21.875,297.25,326.4375,26,28,7,9,0,4,2,0,2,7,5,0,0,0,0,0
377,2012,SEA,NFC,West,67946.25,Pete,Carroll,16,2,25.75,15.3125,350.625,306.1875,18,31,11,5,0,3,3,0,2,8,4,0,1,1,0,0
378,2012,SF,NFC,West,69732,Jim,Harbaugh,16,3,24.8125,17.0625,361.8125,294.375,16,25,11,4,1,3,2,1,1,7,4,1,1,2,1,0
379,2012,STL,NFC,West,60116.125,Jeff,Fisher,16,0,18.6875,21.75,329,342.625,22,21,7,8,1,4,1,1,3,6,5,1,0,0,0,0
380,2012,TB,NFC,South,55102.375,Greg,Schiano,16,0,24.3125,24.625,363.75,379.875,23,26,7,9,0,3,3,0,4,4,8,0,0,0,0,0
381,2012,TEN,AFC,South,69143,Mike,Munchak,16,0,20.625,29.4375,313.125,374.9375,28,24,6,10,0,1,5,0,3,5,7,0,0,0,0,0
382,2012,WAS,NFC,East,79654.5,Mike,Shanahan,16,1,27.25,24.25,383.1875,377.6875,14,31,10,6,0,5,1,0,1,8,4,0,1,0,0,0
383,2013,ARI,NFC,West,61033.875,Bruce,Arians,16,0,23.6875,20.25,346.375,317.4375,31,30,10,6,0,2,4,0,3,6,6,0,0,0,0,0
384,2013,ATL,NFC,South,70224.375,Mike,Smith,16,0,22.0625,27.6875,343.125,379.375,28,21,4,12,0,1,5,0,3,3,9,0,0,0,0,0
385,2013,BAL,AFC,North,71135.5,John,Harbaugh,16,0,20,22,307.375,335.5,29,24,8,8,0,3,3,0,3,6,6,0,0,0,0,0
386,2013,BUF,AFC,East,62855.25,Doug,Marrone,16,0,21.1875,24.25,338.125,333.375,27,30,6,10,0,3,3,0,4,5,7,0,0,0,0,0
387,2013,CAR,NFC,South,73443,Ron,Rivera,16,1,22.875,15.0625,316.8125,301.25,19,30,12,4,0,5,1,0,1,9,3,0,1,0,0,0
388,2013,CHI,NFC,North,62358,Marc,Trestman,16,0,27.8125,29.875,381.8125,394.5625,23,28,8,8,0,2,4,0,2,4,8,0,0,0,0,0
389,2013,CIN,AFC,North,63297.125,Marvin,Lewis,16,1,26.875,19.0625,368.1875,305.5,30,31,11,5,0,3,3,0,1,8,4,0,1,0,0,0
390,2013,CLE,AFC,North,71242.375,Rob,Chudzinski,16,0,19.25,25.375,338.9375,332.4375,29,21,4,12,0,2,4,0,4,3,9,0,0,0,0,0
391,2013,DAL,NFC,East,88043.125,Jason,Garrett,16,0,27.4375,27,341.125,415.3125,20,28,8,8,0,5,1,0,2,7,5,0,0,0,0,0
392,2013,DEN,AFC,West,"76843.0, 77076.0","John,Jack","Fox (Weeks:1-9,14-17),Del Rio (Weeks:10-13)","12,4",3,"40.416666666666664, 30.25","25.0, 24.75","462.1666666666667, 442.75","344.25, 391.25","18.0, 8.0","21.0, 5.0","10, 3","2, 1","0, 0","2, 3","1, 0","0, 0",1,"6, 3","2, 1","0, 0",1,2,1,0
393,2013,DET,NFC,North,63796.125,Jim,Schwartz,16,0,24.6875,23.5,392.125,346.625,34,22,7,9,0,4,2,0,3,6,6,0,0,0,0,0
394,2013,GB,NFC,North,77947.125,Mike,McCarthy,16,1,26.0625,26.75,400.25,372.25,25,22,8,7,1,3,2,1,1,6,5,1,1,0,0,0
395,2013,HOU,AFC,South,"71644.28571428571, 71761.0","Gary,Wade","Kubiak (Weeks:1-14),Phillips (Weeks:15-17)","13,3",0,"19.23076923076923, 8.666666666666666","26.923076923076923, 26.0","368.38461538461536, 255.66666666666666","302.15384615384613, 384.3333333333333","23.0, 8.0","9.0, 2.0","2, 0","11, 3","0, 0","1, 0","3, 2","0, 0",4,"2, 0","7, 3","0, 0",0,0,0,0
396,2013,IND,AFC,South,65950.75,Chuck,Pagano,16,2,24.4375,21,341.75,357.0625,14,27,11,5,0,6,0,0,1,9,3,0,1,1,0,0
397,2013,JAX,AFC,South,62892.5,Gus,Bradley,16,0,15.4375,28.0625,293.8125,379.375,27,21,4,12,0,3,3,0,3,4,8,0,0,0,0,0
398,2013,KC,AFC,West,75359.625,Andy,Reid,16,1,26.875,19.0625,337.25,367.8125,18,36,11,5,0,2,4,0,2,7,5,0,1,0,0,0
399,2013,MIA,AFC,East,64319.125,Joe,Philbin,16,0,19.8125,20.9375,312.9375,359.375,26,24,8,8,0,2,4,0,3,7,5,0,0,0,0,0
400,2013,MIN,NFC,North,66456.625,Leslie,Frazier,16,0,24.4375,30,344.25,397.625,32,20,5,10,1,2,3,1,4,4,7,1,0,0,0,0
401,2013,NE,AFC,East,68756,Bill,Belichick,16,2,27.75,21.125,384.5,373.0625,20,29,12,4,0,4,2,0,1,9,3,0,1,1,0,0
402,2013,NO,NFC,South,72901.25,Sean,Payton,16,2,25.875,19,399.4375,305.6875,19,19,11,5,0,5,1,0,2,9,3,0,1,1,0,0
403,2013,NYG,NFC,East,80148,Tom,Coughlin,16,0,18.375,23.9375,307.5,332.25,44,29,7,9,0,3,3,0,3,6,6,0,0,0,0,0
404,2013,NYJ,AFC,East,76957,Rex,Ryan,16,0,18.125,24.1875,318.125,334.9375,29,15,8,8,0,3,3,0,2,5,7,0,0,0,0,0
405,2013,OAK,AFC,West,50444.5,Dennis,Allen,16,0,20.125,28.3125,333.75,363.6875,31,22,4,12,0,1,5,0,4,4,8,0,0,0,0,0
406,2013,PHI,NFC,East,69144,Chip,Kelly,16,1,27.625,23.875,417.25,394,19,31,10,6,0,4,2,0,1,9,3,0,1,0,0,0
407,2013,PIT,AFC,North,57311.125,Mike,Tomlin,16,0,23.6875,23.125,337.5,337.1875,24,20,8,8,0,4,2,0,2,6,6,0,0,0,0,0
408,2013,SD,AFC,West,64205.125,Mike,McCoy,16,2,24.75,21.75,393.3125,366.5,21,17,9,7,0,4,2,0,3,6,6,0,1,1,0,0
409,2013,SEA,NFC,West,68197.125,Pete,Carroll,16,3,26.0625,14.4375,339,273.625,19,39,13,3,0,4,2,0,1,10,2,0,1,3,1,1
410,2013,SF,NFC,West,69732,Jim,Harbaugh,16,3,25.375,17,323.75,316.9375,18,30,12,4,0,5,1,0,2,9,3,0,1,2,0,0
411,2013,STL,NFC,West,56957.125,Jeff,Fisher,16,0,21.75,22.75,304.8125,345,21,29,7,9,0,1,5,0,4,4,8,0,0,0,0,0
412,2013,TB,NFC,South,58818.5,Greg,Schiano,16,0,18,24.3125,277,348,21,31,4,12,0,1,5,0,4,2,10,0,0,0,0,0
413,2013,TEN,AFC,South,69143,Mike,Munchak,16,0,22.625,23.8125,336.875,337.9375,25,25,7,9,0,2,4,0,2,6,6,0,0,0,0,0
414,2013,WAS,NFC,East,77220.875,Mike,Shanahan,16,0,20.875,29.875,369.6875,354.0625,34,26,3,13,0,0,6,0,4,1,11,0,0,0,0,0
415,2014,ARI,NFC,West,61979.375,Bruce,Arians,16,1,19.375,18.6875,319.75,368.1875,17,25,11,5,0,3,3,0,2,8,4,0,1,0,0,0
416,2014,ATL,NFC,South,72130.875,Mike,Smith,16,0,23.8125,26.0625,378.1875,398.25,23,28,6,10,0,5,1,0,3,6,6,0,0,0,0,0
417,2014,BAL,AFC,North,71044.125,John,Harbaugh,16,2,25.5625,18.875,364.875,336.9375,20,22,10,6,0,3,3,0,3,6,6,0,1,1,0,0
418,2014,BUF,AFC,East,67522.5,Doug,Marrone,16,0,21.4375,18.0625,318.5,312.1875,23,30,9,7,0,4,2,0,2,5,7,0,0,0,0,0
419,2014,CAR,NFC,South,73607.625,Ron,Rivera,16,2,21.1875,23.375,346.6875,339.8125,23,26,7,8,1,4,2,0,1,6,6,0,1,1,0,0
420,2014,CHI,NFC,North,61681.125,Marc,Trestman,16,0,19.9375,27.625,327.0625,377.0625,29,24,5,11,0,1,5,0,4,4,8,0,0,0,0,0
421,2014,CIN,AFC,North,60703.5,Marvin,Lewis,16,1,22.8125,21.5,348,359.3125,26,26,10,5,1,3,3,0,2,7,5,0,1,0,0,0
422,2014,CLE,AFC,North,67425,Mike,Pettine,16,0,18.6875,21.0625,324.5625,366.0625,23,29,7,9,0,2,4,0,4,4,8,0,0,0,0,0
423,2014,DAL,NFC,East,90069.75,Jason,Garrett,16,2,29.1875,22,383.625,355.0625,25,31,12,4,0,4,2,0,1,8,4,0,1,1,0,0
424,2014,DEN,AFC,West,76939.625,John,Fox,16,1,30.125,22.125,402.875,305.1875,20,25,12,4,0,6,0,0,1,10,2,0,1,0,0,0
425,2014,DET,NFC,North,63024.75,Jim,Caldwell,16,1,20.0625,17.625,340.75,300.9375,20,27,11,5,0,5,1,0,2,9,3,0,1,0,0,0
426,2014,GB,NFC,North,78139.25,Mike,McCarthy,16,2,30.375,21.75,386.125,346.375,13,27,12,4,0,5,1,0,1,9,3,0,1,1,0,0
427,2014,HOU,AFC,South,71766.5,Bill,O'Brien,16,0,23.25,19.1875,344.5625,348.1875,22,34,9,7,0,4,2,0,2,8,4,0,0,0,0,0
428,2014,IND,AFC,South,65375.5,Chuck,Pagano,16,3,28.625,23.0625,406.625,342.6875,31,26,11,5,0,6,0,0,1,9,3,0,1,2,0,0
429,2014,JAX,AFC,South,65541.875,Gus,Bradley,16,0,15.5625,25.75,289.625,370.75,26,20,3,13,0,1,5,0,3,2,10,0,0,0,0,0
430,2014,KC,AFC,West,74967.875,Andy,Reid,16,0,22.0625,17.5625,318.75,330.5,17,14,9,7,0,3,3,0,2,7,5,0,0,0,0,0
431,2014,MIA,AFC,East,70035,Joe,Philbin,16,0,24.25,23.3125,350.0625,343.375,23,25,8,8,0,3,3,0,3,6,6,0,0,0,0,0
432,2014,MIN,NFC,North,52238.25,Mike,Zimmer,16,0,20.3125,21.4375,315.5,344.6875,20,19,7,9,0,1,5,0,3,6,6,0,0,0,0,0
433,2014,NE,AFC,East,68756,Bill,Belichick,16,3,29.25,19.5625,365.5,344.125,13,25,12,4,0,4,2,0,1,9,3,0,1,3,1,1
434,2014,NO,NFC,South,73112.5,Sean,Payton,16,0,25.0625,26.5,411.375,384,30,17,7,9,0,3,3,0,2,6,6,0,0,0,0,0
435,2014,NYG,NFC,East,78967.25,Tom,Coughlin,16,0,23.75,25,367.1875,375.75,28,26,6,10,0,2,4,0,3,4,8,0,0,0,0,0
436,2014,NYJ,AFC,East,78160,Rex,Ryan,16,0,17.6875,25.0625,326.625,327.1875,24,13,4,12,0,1,5,0,4,4,8,0,0,0,0,0
437,2014,OAK,AFC,West,"68749.5, 53639.0","Dennis,Tony","Allen(Weeks:1-4),Sparano(Weeks:5-17)","4,12",0,"12.75, 16.833333333333332","25.75, 29.083333333333332","270.0, 286.25","365.25, 355.0","9.0, 20.0","5.0, 9.0","0, 3","4, 9","0, 0","0, 1","0, 5","0, 0",4,"0, 2","4, 6","0, 0",0,0,0,0
438,2014,PHI,NFC,East,69596,Chip,Kelly,16,0,29.625,25,396.75,375.5625,36,28,10,6,0,4,2,0,2,6,6,0,0,0,0,0
439,2014,PIT,AFC,North,62226.375,Mike,Tomlin,16,1,27.25,23,411.0625,353.375,21,21,11,5,0,4,2,0,1,9,3,0,1,0,0,0
440,2014,SD,AFC,West,65432.125,Mike,McCoy,16,0,21.75,21.75,341.5625,338.3125,23,18,9,7,0,2,4,0,2,6,6,0,0,0,0,0
441,2014,SEA,NFC,West,68412.25,Pete,Carroll,16,3,24.625,15.875,375.75,267.125,14,24,12,4,0,5,1,0,1,10,2,0,1,2,1,0
442,2014,SF,NFC,West,70774,Jim,Harbaugh,16,0,19.125,21.25,327.4375,321.4375,22,29,8,8,0,2,4,0,3,7,5,0,0,0,0,0
443,2014,STL,NFC,West,57018.25,Jeff,Fisher,16,0,20.25,22.125,314.6875,351.625,27,25,6,10,0,2,4,0,4,4,8,0,0,0,0,0
444,2014,TB,NFC,South,59659.125,Lovie,Smith,16,0,17.3125,25.625,292,368.9375,33,25,2,14,0,0,6,0,4,1,11,0,0,0,0,0
445,2014,TEN,AFC,South,69143,Ken,Whisenhunt,16,0,15.875,27.375,303.6875,373,26,16,2,14,0,1,5,0,4,2,10,0,0,0,0,0
446,2014,WAS,NFC,East,77964.375,Jay,Gruden,16,0,18.8125,27.375,358.625,357,31,19,4,12,0,2,4,0,4,2,10,0,0,0,0,0
447,2015,ARI,NFC,West,64185.875,Bruce,Arians,16,2,30.5625,19.5625,408.3125,321.6875,24,33,13,3,0,4,2,0,1,10,2,0,1,1,0,0
448,2015,ATL,NFC,South,70355.625,Dan,Quinn,16,0,21.1875,21.5625,374.0625,347.625,30,23,8,8,0,1,5,0,2,5,7,0,0,0,0,0
449,2015,BAL,AFC,North,71002.25,John,Harbaugh,16,0,20.5,25.0625,359.3125,337.375,28,14,5,11,0,3,3,0,3,4,8,0,0,0,0,0
450,2015,BUF,AFC,East,69880.875,Rex,Ryan,16,0,23.6875,22.4375,360.9375,356.375,19,25,8,8,0,4,2,0,3,7,5,0,0,0,0,0
451,2015,CAR,NFC,South,74056.75,Ron,Rivera,16,3,31.25,19.25,366.9375,322.9375,19,39,15,1,0,5,1,0,1,11,1,0,1,2,1,0
452,2015,CHI,NFC,North,62035.875,John,Fox,16,0,20.9375,24.8125,344.625,345.4375,21,17,6,10,0,1,5,0,4,3,9,0,0,0,0,0
453,2015,CIN,AFC,North,61389.75,Marvin,Lewis,16,1,26.1875,17.4375,358,340.8125,17,28,12,4,0,5,1,0,1,9,3,0,1,0,0,0
454,2015,CLE,AFC,North,66186,Mike,Pettine,16,0,17.375,27,331.9375,379.1875,30,21,3,13,0,1,5,0,4,2,10,0,0,0,0,0
455,2015,DAL,NFC,East,91459,Jason,Garrett,16,0,17.1875,23.375,335.0625,347.9375,33,11,4,12,0,3,3,0,4,3,9,0,0,0,0,0
456,2015,DEN,AFC,West,76922.625,Gary,Kubiak,16,3,22.1875,18.5,355.5,283.125,31,27,12,4,0,4,2,0,1,8,4,0,1,3,1,1
457,2015,DET,NFC,North,61347.75,Jim,Caldwell,16,0,22.375,25,346.6875,349.8125,24,19,7,9,0,3,3,0,3,6,6,0,0,0,0,0
